URL,Title,Offer Price,MPR,Off,Rating,In the Box,Capacity,Type,Model,Seller Name,Brand,No of Ratings,No of Reviews,Dimensions
https://www.flipkart.com/haier-20-l-solo-microwave-oven/p/itm51b52d3e5381e?pid=MRCFJM39X9DGRCCM&lid=LSTMRCFJM39X9DGRCCM6GTFAX&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_1_1&otracker=browse&fm=organic&iid=en_ihjxColZ3wKKVjI3JHJ9Qe0%2FF1yMHA05h5Ryuu6Iise9kqpf%2BlCNsiYAt7HfhzPer4BSX0oWJHPYAN1X1gvNqw%3D%3D&ppt=None&ppn=None&ssid=1cbxbmozy80000001686860443738,"Haier 20 L Solo Microwave Oven  (HIL2001MWPH, Black)",5390,7999,32,4.3,"1 Microwave, User Manual and Warranty Card",20,Solo,HIL2001MWPH,OmniTechRetail4.8,Haier,1290,150,"Width: 44 cm, Height: 25.9 cm, Depth: 34 cm, Turntable Diameter: 25.5 cm, Weight: 10.4 kg"
https://www.flipkart.com/haier-30-l-convection-microwave-oven/p/itmf19d876cddd49?pid=MRCFSZPT2HGHMW35&lid=LSTMRCFSZPT2HGHMW35MOTWJW&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_1_2&otracker=browse&fm=organic&iid=en_ihjxColZ3wKKVjI3JHJ9Qe0%2FF1yMHA05h5Ryuu6Iise6mp1E5XMjGDFy2ebHPKe0AwEXoLeTwJ9%2BjktSMgaN5g%3D%3D&ppt=None&ppn=None&ssid=1cbxbmozy80000001686860443738,"Haier 30 L Convection Microwave Oven  (HIL3001CBSH, Black)",15490,23999,35,4.5,"1 Microwave Oven,Accessories(Turntable,Roller Ring),1 Instruction Manual,Pizza plate,Grill rack",30,Convection,HIL3001CBSH,OmniTechRetail4.8,Haier,121,14,"Width: 52 cm, Height: 32.6 cm, Depth: 50.8 cm, Cavity Width: 34.8 cm, Cavity Height: 33.2 cm, Cavity Depth: 24.2 cm, Cord Length: 1 m, Weight: 18.9 kg"
https://www.flipkart.com/ifb-23-l-convection-microwave-oven/p/itmdwmvzgvtbzcnz?pid=MRCDWK8TTHVHW3WY&lid=LSTMRCDWK8TTHVHW3WYAU7NOA&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&spotlightTagId=FkPickId_j9e%2Fm38%2Fo49&srno=b_1_3&otracker=browse&fm=organic&iid=52e20b34-0f9d-4c49-badc-a8265b28d82a.MRCDWK8TTHVHW3WY.SEARCH&ppt=None&ppn=None&ssid=1cbxbmozy80000001686860443738,"IFB 23 L Convection Microwave Oven  (23SC3, Silver)",9999,13990,28,4.4,1 Microwave Oven Kit User Manual & Warranty Card including 7 piece Starter Kit,23,Convection,23SC3,IWQNBecommerce4.7,IFB,61199,7276,"Width: 56.4 cm, Height: 36.2 cm, Depth: 46 cm, Turntable Diameter: 27 cm, Cavity Width: 34 cm, Cavity Height: 22 cm, Cavity Depth: 32 cm, Weight: 14.9 kg, Other Dimensions: No"
https://www.flipkart.com/bajaj-17-l-solo-microwave-oven/p/itmdxecdsze7bu4h?pid=MRCDXECBDZA7ZZJP&lid=LSTMRCDXECBDZA7ZZJP3GEPSK&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_1_4&otracker=browse&fm=organic&iid=52e20b34-0f9d-4c49-badc-a8265b28d82a.MRCDXECBDZA7ZZJP.SEARCH&ppt=None&ppn=None&ssid=1cbxbmozy80000001686860443738,"BAJAJ 17 L Solo Microwave Oven  (1701MT, White)",4899,6500,24,4.3,1 Microwave Oven,17,Solo,1701MT,OmniTechRetail4.8,BAJAJ,27683,3263,"Width: 40.99 cm, Height: 30.98 cm, Depth: 51.99 cm, Weight: 12.2 kg"
https://www.flipkart.com/panasonic-20-l-solo-microwave-oven/p/itm44af8460a2306?pid=MRCFTZ8EWHBBPCSC&lid=LSTMRCFTZ8EWHBBPCSC9AO4IF&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_1_5&otracker=browse&fm=organic&iid=52e20b34-0f9d-4c49-badc-a8265b28d82a.MRCFTZ8EWHBBPCSC.SEARCH&ppt=None&ppn=None&ssid=1cbxbmozy80000001686860443738,"Panasonic 20 L Solo Microwave Oven  (NN-ST26JMFDG, Silver)",5790,7490,22,4.4,"1 Microwave Oven, Tray Roller, Instruction Manual, Warranty Card",20,Solo,NN-ST26JMFDG,OmniTechRetail4.8,Panasonic,1880,160,"Width: 44 cm, Height: 25.9 cm, Depth: 34.6 cm, Weight: 10 kg"
https://www.flipkart.com/samsung-28-l-convection-grill-microwave-oven/p/itm16a0a01ca9e79?pid=MRCGDAVXGK9NZWNH&lid=LSTMRCGDAVXGK9NZWNHOOLC8U&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_1_6&otracker=browse&fm=organic&iid=52e20b34-0f9d-4c49-badc-a8265b28d82a.MRCGDAVXGK9NZWNH.SEARCH&ppt=None&ppn=None&ssid=1cbxbmozy80000001686860443738,"SAMSUNG 28 L Convection & Grill Microwave Oven  (MC28A5013AK, Black)",11590,15590,25,4.4,"1 Convection Microwave Oven, Glass Turntable, Wire Rack, Quick Guide Label",28,Convection & Grill,MC28A5013AK,OmniTechRetail4.8,SAMSUNG,8776,836,"Width: 51.7 cm, Height: 31 cm, Depth: 47.48 cm, Turntable Diameter: 31.8 cm, Cavity Width: 35.8 cm, Cavity Height: 23.55 cm, Cavity Depth: 32.7 cm, Weight: 17.5 kg"
https://www.flipkart.com/ifb-30-l-convection-microwave-oven/p/itmeftrwhzzy5kyv?pid=MRCEFTRWADS3GCK4&lid=LSTMRCEFTRWADS3GCK4QK0J4B&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_1_7&otracker=browse&fm=organic&iid=52e20b34-0f9d-4c49-badc-a8265b28d82a.MRCEFTRWADS3GCK4.SEARCH&ppt=None&ppn=None&ssid=1cbxbmozy80000001686860443738,"IFB 30 L Convection Microwave Oven  (30BRC2, Black)",14490,18890,23,4.4,User Manual,30,Convection,30BRC2,IWQNBecommerce4.7,IFB,61199,7276,"Width: 638 mm, Height: 488 mm, Depth: 366 mm, Turntable Diameter: 31.5 cm, Weight: 18.4 kg"
https://www.flipkart.com/haier-20-l-convection-microwave-oven/p/itmer9yvsghjyfkz?pid=MRCER9YVP87DBZYY&lid=LSTMRCER9YVP87DBZYYFUEXBK&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_1_8&otracker=browse&fm=organic&iid=en_ihjxColZ3wKKVjI3JHJ9Qe0%2FF1yMHA05h5Ryuu6IiseZjs3z1G0MRQ417qAc1XfHk%2FbLoxDEhH84zV5A3dmkFQ%3D%3D&ppt=None&ppn=None&ssid=1cbxbmozy80000001686860443738,"Haier 20 L Convection Microwave Oven  (HIL2001CWPH, Black & White)",9390,10500,10,4.2,Warranty Card (Inside),20,Convection,HIL2001CWPH,OmniTechRetail4.8,Haier,3072,393,"Width: 45.1 cm, Height: 25.6 cm, Depth: 33.7 cm, Turntable Diameter: 27 cm, Grill Rack Diameter: 21 cm, Cavity Width: 30.7 cm, Cavity Height: 19.6 cm, Cavity Depth: 30.6 cm, Cord Length: 2.05 m, Weight: 11.6 kg"
https://www.flipkart.com/panasonic-20-l-solo-microwave-oven/p/itmb8693e45493f6?pid=MRCFTZ8E2AREQZZ4&lid=LSTMRCFTZ8E2AREQZZ4FDIDGI&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_1_9&otracker=browse&fm=organic&iid=52e20b34-0f9d-4c49-badc-a8265b28d82a.MRCFTZ8E2AREQZZ4.SEARCH&ppt=None&ppn=None&ssid=1cbxbmozy80000001686860443738,"Panasonic 20 L Solo Microwave Oven  (NN-SM25JBFDG, Black)",5390,6790,20,4.3,"1 Microwave Oven, Tray Roller, Instruction Manual, Warranty Card",20,Solo,NN-SM25JBFDG,OmniTechRetail4.8,Panasonic,2776,215,"Width: 44.3 cm, Height: 25.8 cm, Depth: 34 cm, Weight: 10.5 kg"
https://www.flipkart.com/lg-20-l-solo-microwave-oven/p/itmf3rygebb6pbk7?pid=MRCF2UQHF5FPDXGP&lid=LSTMRCF2UQHF5FPDXGPJIS1YS&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_1_10&otracker=browse&fm=organic&iid=52e20b34-0f9d-4c49-badc-a8265b28d82a.MRCF2UQHF5FPDXGP.SEARCH&ppt=None&ppn=None&ssid=1cbxbmozy80000001686860443738,"LG 20 L Solo Microwave Oven  (MS2043BP, Black)",6290,8199,23,4.3,User Manual,20,Solo,MS2043BP,IWQNBecommerce4.7,LG,7180,771,"Width: 455 mm, Height: 252 mm, Depth: 320 mm, Weight: 12 kg"
https://www.flipkart.com/lg-32-l-convection-microwave-oven/p/itmegvvbwfgdfysz?pid=MRCEGVVBVVT8VT8J&lid=LSTMRCEGVVBVVT8VT8JIVBOFX&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_1_11&otracker=browse&fm=organic&iid=en_ihjxColZ3wKKVjI3JHJ9Qe0%2FF1yMHA05h5Ryuu6IiseAzWF9V9Utj%2BDf9xPaIGel0sAukWlZYH1LvBq8oRLpJA%3D%3D&ppt=None&ppn=None&ssid=1cbxbmozy80000001686860443738,"LG 32 L Convection Microwave Oven  (MC3286BRUM, Black)",16999,23999,29,4.4,1 Roller Ring,32,Convection,MC3286BRUM,IWQNBecommerce4.7,LG,2861,313,"Width: 53 cm, Height: 31.5 cm, Depth: 52 cm, Turntable Diameter: 34 cm, Weight: 20 kg"
https://www.flipkart.com/lg-28-l-convection-microwave-oven/p/itmew8zysndynd86?pid=MRCEW8ZYMU2AMKZX&lid=LSTMRCEW8ZYMU2AMKZXUCHC3U&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_1_12&otracker=browse&fm=organic&iid=en_ihjxColZ3wKKVjI3JHJ9Qe0%2FF1yMHA05h5Ryuu6IiseMYPYNH%2FF1a%2BGPf%2FZUPHJc3lqSE4EOmK4XagaPuVx1ZQ%3D%3D&ppt=None&ppn=None&ssid=1cbxbmozy80000001686860443738,"LG 28 L Convection Microwave Oven  (MC2846BV, Black)",11990,13813,13,4.4,Others,28,Convection,MC2846BV,OmniTechRetail4.8,LG,5326,589,"Height: 30.5 cm, Turntable Diameter: 320 mm"
https://www.flipkart.com/samsung-28-l-convection-grill-microwave-oven/p/itmd3560dbb0da2f?pid=MRCGDAVXXBSZBGNG&lid=LSTMRCGDAVXXBSZBGNGZ1KJXA&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_1_13&otracker=browse&fm=organic&iid=52e20b34-0f9d-4c49-badc-a8265b28d82a.MRCGDAVXXBSZBGNG.SEARCH&ppt=None&ppn=None&ssid=1cbxbmozy80000001686860443738,"SAMSUNG 28 L Convection & Grill Microwave Oven  (CE1041DSB3, Black)",12390,16990,27,4.4,"1 Convection Microwave Oven, Glass Turntable, Wire Rack, Crusty Plate, Quick Guide Label",28,Convection & Grill,CE1041DSB3,OmniTechRetail4.8,SAMSUNG,18602,1973,"Width: 51.7 cm, Height: 31 cm, Depth: 47.48 cm, Turntable Diameter: 31.8 cm, Cavity Width: 35.8 cm, Cavity Height: 23.55 cm, Cavity Depth: 32.7 cm, Weight: 17.5 kg"
https://www.flipkart.com/ifb-20-l-solo-microwave-oven/p/itmb32d57970c78b?pid=MRCGBVSRDFEA8HHH&lid=LSTMRCGBVSRDFEA8HHHBQZM0F&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_1_14&otracker=browse&fm=organic&iid=52e20b34-0f9d-4c49-badc-a8265b28d82a.MRCGBVSRDFEA8HHH.SEARCH&ppt=None&ppn=None&ssid=1cbxbmozy80000001686860443738,"IFB 20 L Solo Microwave Oven  (20PM-MEC2, White)",5990,7190,16,4.5,Microwave:: Glass Turnable Plate::User Manual::Warranty Card,20,Solo,20PM-MEC2,OmniTechRetail4.8,IFB,161,9,"Width: 440 cm, Height: 345 cm, Depth: 260 cm, Cord Length: 1 m, Weight: 11 kg"
https://www.flipkart.com/ifb-20-l-grill-microwave-oven/p/itmeftrwxravzfzf?pid=MRCEFTRWHGRWAXMT&lid=LSTMRCEFTRWHGRWAXMTQMHL9V&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_1_15&otracker=browse&fm=organic&iid=52e20b34-0f9d-4c49-badc-a8265b28d82a.MRCEFTRWHGRWAXMT.SEARCH&ppt=None&ppn=None&ssid=1cbxbmozy80000001686860443738,"IFB 20 L Grill Microwave Oven  (20PG4S, Metallic Silver)",7950,10290,22,4.3,User Manual,20,Grill,20PG4S,OmniTechRetail4.8,IFB,673,65,"Width: 45.2 cm, Height: 26.2 cm, Depth: 36.5 cm, Turntable Diameter: 24.5 cm, Weight: 12.5 kg"
https://www.flipkart.com/ifb-20-l-solo-microwave-oven/p/itm44436cbe2eb7c?pid=MRCGA9TXFMKFG38U&lid=LSTMRCGA9TXFMKFG38UWM5ZP6&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_1_16&otracker=browse&fm=organic&iid=52e20b34-0f9d-4c49-badc-a8265b28d82a.MRCGA9TXFMKFG38U.SEARCH&ppt=None&ppn=None&ssid=1cbxbmozy80000001686860443738,"IFB 20 L Solo Microwave Oven  (20PM-MEC2B, BLACK)",6290,7290,13,4.4,"1 Microwave Oven, User Manual, Warranty Card",20,Solo,20PM-MEC2B,OmniTechRetail4.8,IFB,504,29,"Width: 44 cm, Height: 34.7 cm, Depth: 25.9 cm, Weight: 10.8 kg"
https://www.flipkart.com/samsung-23-l-solo-microwave-oven/p/itmf65nfecd5gtwd?pid=MRCF65NFUZGT4FYN&lid=LSTMRCF65NFUZGT4FYN3YED4D&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_1_17&otracker=browse&fm=organic&iid=en_ihjxColZ3wKKVjI3JHJ9Qe0%2FF1yMHA05h5Ryuu6IisdGZyxEO%2BuHc%2BXsnI%2BirywossnyBpFbBUD28K0mDH3orA%3D%3D&ppt=None&ppn=None&ssid=1cbxbmozy80000001686860443738,"SAMSUNG 23 L Solo Microwave Oven  (MS23J5133AG/TL, Black)",7290,7990,8,4.3,1 Microwave Oven,23,Solo,MS23J5133AG/TL,IWQNBecommerce4.7,SAMSUNG,8381,753,"Width: 489 mm, Height: 275 mm, Depth: 338 mm, Cavity Width: 330 mm, Cavity Height: 211 mm, Cavity Depth: 224 mm, Weight: 12 kg"
https://www.flipkart.com/bajaj-20-l-grill-microwave-oven/p/itm438ef2e1e11e0?pid=MRCFYGF2XCGEQV6H&lid=LSTMRCFYGF2XCGEQV6HZJUVRI&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_1_18&otracker=browse&fm=organic&iid=en_ihjxColZ3wKKVjI3JHJ9Qe0%2FF1yMHA05h5Ryuu6IiseUptTPDpQwUT1K%2FOfUfBCxRYwNGsGxXy2bFZiqRFGMhQ%3D%3D&ppt=None&ppn=None&ssid=1cbxbmozy80000001686860443738,"BAJAJ 20 L Grill Microwave Oven  (2016 MTBX, Black)",5699,5995,4,4.4,User Manual,20,Grill,2016 MTBX,OmniTechRetail4.8,BAJAJ,5523,512,"Width: 40 cm, Height: 32.8 cm, Depth: 20.94 cm, Weight: 11 kg"
https://www.flipkart.com/ifb-20-l-metallic-silver-convection-microwave-oven/p/itmdwmvzxgbcdvg9?pid=MRCDWK8TMQCEGTYK&lid=LSTMRCDWK8TMQCEGTYKHQSFZU&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_1_19&otracker=browse&fm=organic&iid=52e20b34-0f9d-4c49-badc-a8265b28d82a.MRCDWK8TMQCEGTYK.SEARCH&ppt=None&ppn=None&ssid=1cbxbmozy80000001686860443738,"IFB 20 L Metallic silver Convection Microwave Oven  (20SC2, Silver)",10690,13490,20,4.4,1 Microwave Oven Kit,20,Convection,20SC2,IWQNBecommerce4.7,IFB,9964,1228,"Width: 45.2 cm, Height: 26.2 cm, Depth: 39 cm, Turntable Diameter: 24.5 cm, Cavity Width: 31.5 cm, Cavity Height: 21 cm, Cavity Depth: 32.9 cm, Weight: 14.3 kg, Other Dimensions: No"
https://www.flipkart.com/lg-20-l-solo-microwave-oven/p/itmec7c5082a9fc9?pid=MRCDZ5VFEZFH8WDN&lid=LSTMRCDZ5VFEZFH8WDNZ4WTS5&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_1_20&otracker=browse&fm=organic&iid=52e20b34-0f9d-4c49-badc-a8265b28d82a.MRCDZ5VFEZFH8WDN.SEARCH&ppt=None&ppn=None&ssid=1cbxbmozy80000001686860443738,"LG 20 L Solo Microwave Oven  (MS2043DB.DB1QILN, Black)",6290,7899,20,4.4,"1 Glass Turntable
1 Roller Ring
1 High Rack
User Manual with Warranty Card
1 Microwave Oven",20,Solo,MS2043DB.DB1QILN,IWQNBecommerce4.7,LG,3631,319,"Width: 45.5 cm, Height: 252 mm, Depth: 32 cm, Turntable Diameter: 24.5 cm, Weight: 20 kg"
https://www.flipkart.com/panasonic-30-l-convection-microwave-oven/p/itm563eae43ef1ab?pid=MRCGEF6VCC3MGVZQ&lid=LSTMRCGEF6VCC3MGVZQKN33WB&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_1_21&otracker=browse&fm=organic&iid=en_ihjxColZ3wKKVjI3JHJ9Qe0%2FF1yMHA05h5Ryuu6IisfQ7Me02DEeHC%2F6WYtnZ9jhiUsmb1YftQJTAsrzSnuMcw%3D%3D&ppt=None&ppn=None&ssid=1cbxbmozy80000001686860443738,"Panasonic 30 L Convection Microwave Oven  (NN-CT69MSFDG, Silver)",11990,20990,42,4.5,"1 Microwave Oven, Glass Tray, Roller Ring, Operation Instruction, Warranty Card, 2 Wire Rack",30,Convection,NN-CT69MSFDG,OmniTechRetail4.8,Panasonic,4,1,"Width: 52 cm, Height: 32.7 cm, Depth: 32.7 cm, Weight: 19.5 kg"
https://www.flipkart.com/samsung-21-l-convection-microwave-oven/p/itm8891a3360f67f?pid=MRCGDAVXQXUHAAHY&lid=LSTMRCGDAVXQXUHAAHYCEEAX9&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_1_22&otracker=browse&fm=organic&iid=en_ihjxColZ3wKKVjI3JHJ9Qe0%2FF1yMHA05h5Ryuu6IiscBj21IHWwZQPRt2LIylb1nDIWuetacaKbts%2BzqZjyaMQ%3D%3D&ppt=None&ppn=None&ssid=1cbxbmozy80000001686860443738,"SAMSUNG 21 L Convection Microwave Oven  (CE73JD-B1/XTL, Black)",9990,12990,23,4.4,"1 Convection Microwave Oven, Glass Turntable, Wire Rack, Quick Guide Label",21,Convection,CE73JD-B1/XTL,OmniTechRetail4.8,SAMSUNG,6794,756,"Width: 48.9 cm, Height: 28.2 cm, Depth: 44.4 cm, Turntable Diameter: 25.5 cm, Cavity Width: 33 cm, Cavity Height: 21.1 cm, Cavity Depth: 30.9 cm, Weight: 15 kg"
https://www.flipkart.com/lg-20-l-grill-microwave-oven/p/itmdz5v2y3ckyu9y?pid=MRCDZ5VFHGD7F7UV&lid=LSTMRCDZ5VFHGD7F7UVRRJYI2&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_1_23&otracker=browse&fm=organic&iid=52e20b34-0f9d-4c49-badc-a8265b28d82a.MRCDZ5VFHGD7F7UV.SEARCH&ppt=None&ppn=None&ssid=1cbxbmozy80000001686860443738,"LG 20 L Grill Microwave Oven  (MH2044DB, Black)",7790,10199,23,4.3,"1 Glass Turntable
1 Roller Ring
1 High Rack
User Manual with Warranty Card
1 Microwave Oven",20,Grill,MH2044DB,IWQNBecommerce4.7,LG,2983,291,"Width: 45.5 cm, Height: 32 cm, Depth: 25.2 cm, Turntable Diameter: 24.5 cm, Weight: 11 kg"
https://www.flipkart.com/marq-flipkart-23-l-low-cal-fry-convection-microwave-oven/p/itm0171df9d20722?pid=MRCFQEBQ24GVYZPZ&lid=LSTMRCFQEBQ24GVYZPZFVREPF&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_1_24&otracker=browse&fm=organic&iid=52e20b34-0f9d-4c49-badc-a8265b28d82a.MRCFQEBQ24GVYZPZ.SEARCH&ppt=None&ppn=None&ssid=1cbxbmozy80000001686860443738,"MarQ by Flipkart 23 L Low-Cal Fry Convection Microwave Oven  (23AMWCMQB, Black)",6999,10899,35,4.2,"1 Microwave, User Manual, Glass Turntable, Rotating Ring",23,Convection,23AMWCMQB,OmniTechRetail4.8,MarQ by Flipkart,496,62,"Width: 48.5 cm, Height: 29.3 cm, Depth: 40.5 cm, Weight: 13.8 kg"
https://www.flipkart.com/lg-28-l-convection-microwave-oven/p/itm1a4135ec361fc?pid=MRCGGJFYW4GCSJBF&lid=LSTMRCGGJFYW4GCSJBFGJV1FA&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_25&otracker=browse&fm=organic&iid=b2f4572f-6d29-4c53-95ab-3866b23ba893.MRCGGJFYW4GCSJBF.SEARCH&ppt=None&ppn=None&ssid=47r1i0pp1c0000001686860462535,"LG 28 L Convection Microwave Oven  (MJEN286UI, Black)",20989,25499,17,4,"1 Microwave Oven, 1 Glass Tray, 1 Rotating Ring, 1 Owner Manual",28,Convection,MJEN286UI,ElectroDistributors4.2,LG,4,0,"Width: 512 mm, Height: 311 mm, Depth: 488 mm, Weight: 19.42 kg"
https://www.flipkart.com/panasonic-27-l-convection-microwave-oven/p/itmegz8zzy66feze?pid=MRCEGZ8Y8X6FNTQU&lid=LSTMRCEGZ8Y8X6FNTQUFO8MID&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_26&otracker=browse&fm=organic&iid=b2f4572f-6d29-4c53-95ab-3866b23ba893.MRCEGZ8Y8X6FNTQU.SEARCH&ppt=None&ppn=None&ssid=47r1i0pp1c0000001686860462535,"Panasonic 27 L Convection Microwave Oven  (NN-CT645BFDG, Black)",11990,16190,25,4.4,1 Microwave Oven,27,Convection,NN-CT645BFDG,OmniTechRetail4.8,Panasonic,1396,204,"Width: 51.3 cm, Height: 30.6 cm, Depth: 47.1 cm, Turntable Diameter: 31.5 cm, Weight: 19 kg"
https://www.flipkart.com/haier-20-l-solo-microwave-oven/p/itm51b52d3e5381e?pid=MRCFJM39X9DGRCCM&lid=LSTMRCFJM39X9DGRCCM6GTFAX&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_27&otracker=browse&fm=organic&iid=en_blLsRtVvYELS2bhP8e5dItgJvEIGqIEwft%2BAUqRwfknb3WT12NCsxvimHx5rfbaUr4BSX0oWJHPYAN1X1gvNqw%3D%3D&ppt=None&ppn=None&ssid=47r1i0pp1c0000001686860462535,"Haier 20 L Solo Microwave Oven  (HIL2001MWPH, Black)",5390,7999,32,4.3,"1 Microwave, User Manual and Warranty Card",20,Solo,HIL2001MWPH,OmniTechRetail4.8,Haier,1290,150,"Width: 44 cm, Height: 25.9 cm, Depth: 34 cm, Turntable Diameter: 25.5 cm, Weight: 10.4 kg"
https://www.flipkart.com/haier-30-l-convection-microwave-oven/p/itmf19d876cddd49?pid=MRCFSZPT2HGHMW35&lid=LSTMRCFSZPT2HGHMW35MOTWJW&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_28&otracker=browse&fm=organic&iid=en_blLsRtVvYELS2bhP8e5dItgJvEIGqIEwft%2BAUqRwfkk1OG9k4JRipCj5G6F0sGWTAwEXoLeTwJ9%2BjktSMgaN5g%3D%3D&ppt=None&ppn=None&ssid=47r1i0pp1c0000001686860462535,"Haier 30 L Convection Microwave Oven  (HIL3001CBSH, Black)",15490,23999,35,4.5,"1 Microwave Oven,Accessories(Turntable,Roller Ring),1 Instruction Manual,Pizza plate,Grill rack",30,Convection,HIL3001CBSH,OmniTechRetail4.8,Haier,121,14,"Width: 52 cm, Height: 32.6 cm, Depth: 50.8 cm, Cavity Width: 34.8 cm, Cavity Height: 33.2 cm, Cavity Depth: 24.2 cm, Cord Length: 1 m, Weight: 18.9 kg"
https://www.flipkart.com/whirlpool-30-l-convection-microwave-oven/p/itma00245a07a930?pid=MRCFVGQ74HTBPNXK&lid=LSTMRCFVGQ74HTBPNXKXMBOGX&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_29&otracker=browse&fm=organic&iid=b2f4572f-6d29-4c53-95ab-3866b23ba893.MRCFVGQ74HTBPNXK.SEARCH&ppt=None&ppn=None&ssid=47r1i0pp1c0000001686860462535,"Whirlpool 30 L Convection Microwave Oven  (Magicook Pro 32CE, Black)",12990,19500,33,4.3,"1 Microwave Oven, Warranty Card, User Manual",30,Convection,Magicook Pro 32CE,OmniTechRetail4.8,Whirlpool,1308,142,"Width: 52 cm, Height: 32.6 cm, Depth: 50 cm, Turntable Diameter: 31.5 cm, Cavity Width: 34.7 cm, Cavity Height: 24.4 cm, Cavity Depth: 33.4 cm, Weight: 18 kg"
https://www.flipkart.com/ifb-30-l-convection-microwave-oven/p/itm934614bae0eae?pid=MRCEFTRWYHXDHPDA&lid=LSTMRCEFTRWYHXDHPDASMR2RU&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_30&otracker=browse&fm=organic&iid=b2f4572f-6d29-4c53-95ab-3866b23ba893.MRCEFTRWYHXDHPDA.SEARCH&ppt=None&ppn=None&ssid=47r1i0pp1c0000001686860462535,"IFB 30 L Convection Microwave Oven  (MICRO WAVE OVEN 30FRC2, Black)",14990,19290,22,4.4,User Manual,30,Convection,MICRO WAVE OVEN 30FRC2,IWQNBecommerce4.7,IFB,7356,749,"Width: 638 mm, Height: 366 mm, Depth: 488 mm, Turntable Diameter: 31.5 cm, Weight: 19.27 kg"
https://www.flipkart.com/haier-20-l-convection-microwave-oven/p/itmer9yvsghjyfkz?pid=MRCER9YVP87DBZYY&lid=LSTMRCER9YVP87DBZYYFUEXBK&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_31&otracker=browse&fm=organic&iid=en_blLsRtVvYELS2bhP8e5dItgJvEIGqIEwft%2BAUqRwfkmwSGDSMu6TCYdVIM3l3T9Ak%2FbLoxDEhH84zV5A3dmkFQ%3D%3D&ppt=None&ppn=None&ssid=47r1i0pp1c0000001686860462535,"Haier 20 L Convection Microwave Oven  (HIL2001CWPH, Black & White)",9390,10500,10,4.2,Warranty Card (Inside),20,Convection,HIL2001CWPH,OmniTechRetail4.8,Haier,3072,393,"Width: 45.1 cm, Height: 25.6 cm, Depth: 33.7 cm, Turntable Diameter: 27 cm, Grill Rack Diameter: 21 cm, Cavity Width: 30.7 cm, Cavity Height: 19.6 cm, Cavity Depth: 30.6 cm, Cord Length: 2.05 m, Weight: 11.6 kg"
https://www.flipkart.com/lg-32-l-convection-microwave-oven/p/itmegvvbwfgdfysz?pid=MRCEGVVBVVT8VT8J&lid=LSTMRCEGVVBVVT8VT8JIVBOFX&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_32&otracker=browse&fm=organic&iid=en_blLsRtVvYELS2bhP8e5dItgJvEIGqIEwft%2BAUqRwfklI0eJONxHqsoboTxxRg1JySCsTS%2BAnqoSLOmOVGRutEg%3D%3D&ppt=None&ppn=None&ssid=47r1i0pp1c0000001686860462535,"LG 32 L Convection Microwave Oven  (MC3286BRUM, Black)",16999,23999,29,4.4,1 Roller Ring,32,Convection,MC3286BRUM,IWQNBecommerce4.7,LG,2861,313,"Width: 53 cm, Height: 31.5 cm, Depth: 52 cm, Turntable Diameter: 34 cm, Weight: 20 kg"
