URL,Title,Offer Price,MPR,Off,Rating,In the Box,Capacity,Type,Model,Seller Name,Brand,No of Ratings,No of Reviews,Dimensions
https://www.flipkart.com/lg-32-l-convection-microwave-oven/p/itmegvvbghgbw6kf?pid=MRCEGVVBSGYFZ4FN&lid=LSTMRCEGVVBSGYFZ4FNUXUUI7&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_33&otracker=browse&fm=organic&iid=b2f4572f-6d29-4c53-95ab-3866b23ba893.MRCEGVVBSGYFZ4FN.SEARCH&ppt=None&ppn=None&ssid=47r1i0pp1c0000001686860462535,"LG 32 L Convection Microwave Oven  (MC3286BLT, Black)",15999,21999,27,4.4,1 Roller Ring,32,Convection,MC3286BLT,IWQNBecommerce4.7,LG,468,52,"Width: 53 cm, Height: 31.5 cm, Depth: 52 cm, Turntable Diameter: 34 cm, Weight: 20 kg"
https://www.flipkart.com/samsung-23-l-solo-microwave-oven/p/itmf65nfecd5gtwd?pid=MRCF65NFUZGT4FYN&lid=LSTMRCF65NFUZGT4FYN3YED4D&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_34&otracker=browse&fm=organic&iid=b2f4572f-6d29-4c53-95ab-3866b23ba893.MRCF65NFUZGT4FYN.SEARCH&ppt=None&ppn=None&ssid=47r1i0pp1c0000001686860462535,"SAMSUNG 23 L Solo Microwave Oven  (MS23J5133AG/TL, Black)",7290,7990,8,4.3,1 Microwave Oven,23,Solo,MS23J5133AG/TL,IWQNBecommerce4.7,SAMSUNG,8381,753,"Width: 489 mm, Height: 275 mm, Depth: 338 mm, Cavity Width: 330 mm, Cavity Height: 211 mm, Cavity Depth: 224 mm, Weight: 12 kg"
https://www.flipkart.com/samsung-21-l-convection-microwave-oven/p/itm8891a3360f67f?pid=MRCGDAVXQXUHAAHY&lid=LSTMRCGDAVXQXUHAAHYCI4EL8&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_35&otracker=browse&fm=organic&iid=b2f4572f-6d29-4c53-95ab-3866b23ba893.MRCGDAVXQXUHAAHY.SEARCH&ppt=None&ppn=None&ssid=47r1i0pp1c0000001686860462535,"SAMSUNG 21 L Convection Microwave Oven  (CE73JD-B1/XTL, Black)",12990,13523,3,4.4,"1 Convection Microwave Oven, Glass Turntable, Wire Rack, Quick Guide Label",21,Convection,CE73JD-B1/XTL,AwesomeDealzzz3.1,SAMSUNG,6794,756,"Width: 48.9 cm, Height: 28.2 cm, Depth: 44.4 cm, Turntable Diameter: 25.5 cm, Cavity Width: 33 cm, Cavity Height: 21.1 cm, Cavity Depth: 30.9 cm, Weight: 15 kg"
https://www.flipkart.com/samsung-28-l-convection-microwave-oven/p/itm2f7daba92aca8?pid=MRCGDAVXZXKCNBB8&lid=LSTMRCGDAVXZXKCNBB8OD60YD&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_36&otracker=browse&fm=organic&iid=b2f4572f-6d29-4c53-95ab-3866b23ba893.MRCGDAVXZXKCNBB8.SEARCH&ppt=None&ppn=None&ssid=47r1i0pp1c0000001686860462535,"SAMSUNG 28 L Convection Microwave Oven  (MC28A5025VP, Black with Pattern)",14790,20990,29,4.4,"1 Convection Microwave Oven, Glass Turntable, Wire Rack, Crusty Plate, Multi Spit, Quick Guide Label",28,Convection,MC28A5025VP,OmniTechRetail4.8,SAMSUNG,606,50,"Width: 51.7 cm, Height: 310 mm, Depth: 475 mm, Turntable Diameter: 31.8 cm, Cavity Width: 35.8 cm, Cavity Height: 23.55 cm, Cavity Depth: 32.7 cm, Weight: 17.5 kg"
https://www.flipkart.com/lg-28-l-convection-microwave-oven/p/itmew8zysndynd86?pid=MRCEW8ZYMU2AMKZX&lid=LSTMRCEW8ZYMU2AMKZXUCHC3U&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_37&otracker=browse&fm=organic&iid=en_blLsRtVvYELS2bhP8e5dItgJvEIGqIEwft%2BAUqRwfkmENQ7msxmdGd8v7oIuua%2F4z3AQpCMP1VHGnp96VMq4rw%3D%3D&ppt=None&ppn=None&ssid=47r1i0pp1c0000001686860462535,"LG 28 L Convection Microwave Oven  (MC2846BV, Black)",11990,13813,13,4.4,Others,28,Convection,MC2846BV,OmniTechRetail4.8,LG,5326,589,"Height: 30.5 cm, Turntable Diameter: 320 mm"
https://www.flipkart.com/panasonic-20-l-solo-microwave-oven/p/itmb8693e45493f6?pid=MRCFTZ8E2AREQZZ4&lid=LSTMRCFTZ8E2AREQZZ4FDIDGI&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_38&otracker=browse&fm=organic&iid=en_blLsRtVvYELS2bhP8e5dItgJvEIGqIEwft%2BAUqRwfkkOuP2BTYeJXXZQSjyLIHk5Ya43IX6aE5%2FtZbFRJVrWmg%3D%3D&ppt=None&ppn=None&ssid=47r1i0pp1c0000001686860462535,"Panasonic 20 L Solo Microwave Oven  (NN-SM25JBFDG, Black)",5390,6790,20,4.3,"1 Microwave Oven, Tray Roller, Instruction Manual, Warranty Card",20,Solo,NN-SM25JBFDG,OmniTechRetail4.8,Panasonic,2776,215,"Width: 44.3 cm, Height: 25.8 cm, Depth: 34 cm, Weight: 10.5 kg"
https://www.flipkart.com/lg-21-l-convection-microwave-oven/p/itmew8zyhmdn8ezp?pid=MRCEW8ZYHPCUW8K9&lid=LSTMRCEW8ZYHPCUW8K9DL1ZHL&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_39&otracker=browse&fm=organic&iid=b2f4572f-6d29-4c53-95ab-3866b23ba893.MRCEW8ZYHPCUW8K9.SEARCH&ppt=None&ppn=None&ssid=47r1i0pp1c0000001686860462535,"LG 21 L Convection Microwave Oven  (MC2146BV, Black)",10390,14499,28,4.4,User Manual,21,Convection,MC2146BV,OmniTechRetail4.8,LG,2315,266,"Width: 475 mm, Height: 285 mm, Depth: 460 mm, Turntable Diameter: 245 mm, Weight: 18.6 kg"
https://www.flipkart.com/whirlpool-20-l-solo-microwave-oven/p/itm55e37900bfc42?pid=MRCFHW7R6ZYZPPJT&lid=LSTMRCFHW7R6ZYZPPJTTT2WQW&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_40&otracker=browse&fm=organic&iid=b2f4572f-6d29-4c53-95ab-3866b23ba893.MRCFHW7R6ZYZPPJT.SEARCH&ppt=None&ppn=None&ssid=47r1i0pp1c0000001686860462535,"Whirlpool 20 L Solo Microwave Oven  (MAGICOOK PRO 20SE black, Black)",5950,7000,15,4.2,1 Microwave,20,Solo,MAGICOOK PRO 20SE black,376LKO3.7,Whirlpool,2219,182,"Width: 45.2 cm, Height: 26.2 cm, Depth: 35 cm, Weight: 12 kg"
https://www.flipkart.com/bajaj-20-l-grill-microwave-oven/p/itm438ef2e1e11e0?pid=MRCFYGF2XCGEQV6H&lid=LSTMRCFYGF2XCGEQV6HZJUVRI&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_41&otracker=browse&fm=organic&iid=en_blLsRtVvYELS2bhP8e5dItgJvEIGqIEwft%2BAUqRwfknNR9nsak7rHyZzIW293ya7iywO%2B59fjTcR8Ri7ZpVKNg%3D%3D&ppt=None&ppn=None&ssid=47r1i0pp1c0000001686860462535,"BAJAJ 20 L Grill Microwave Oven  (2016 MTBX, Black)",5699,5995,4,4.4,User Manual,20,Grill,2016 MTBX,OmniTechRetail4.8,BAJAJ,5523,512,"Width: 40 cm, Height: 32.8 cm, Depth: 20.94 cm, Weight: 11 kg"
https://www.flipkart.com/panasonic-30-l-convection-microwave-oven/p/itm563eae43ef1ab?pid=MRCGEF6VCC3MGVZQ&lid=LSTMRCGEF6VCC3MGVZQKN33WB&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_42&otracker=browse&fm=organic&iid=en_blLsRtVvYELS2bhP8e5dItgJvEIGqIEwft%2BAUqRwfknQIRBTHdqFgtsInyflqW4L4WjifUpRWXDAvP7ZvJyPRA%3D%3D&ppt=None&ppn=None&ssid=47r1i0pp1c0000001686860462535,"Panasonic 30 L Convection Microwave Oven  (NN-CT69MSFDG, Silver)",11990,20990,42,4.5,"1 Microwave Oven, Glass Tray, Roller Ring, Operation Instruction, Warranty Card, 2 Wire Rack",30,Convection,NN-CT69MSFDG,OmniTechRetail4.8,Panasonic,4,1,"Width: 52 cm, Height: 32.7 cm, Depth: 32.7 cm, Weight: 19.5 kg"
https://www.flipkart.com/lg-28-l-convection-microwave-oven/p/itm990403bd4cb89?pid=MRCFUXWCZ4H5QE5D&lid=LSTMRCFUXWCZ4H5QE5DJPUJGX&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_43&otracker=browse&fm=organic&iid=b2f4572f-6d29-4c53-95ab-3866b23ba893.MRCFUXWCZ4H5QE5D.SEARCH&ppt=None&ppn=None&ssid=47r1i0pp1c0000001686860462535,"LG 28 L Convection Microwave Oven  (MC2886BPUM, Black)",15499,21799,28,4.6,"1 Microwave Oven, User Manual",28,Convection,MC2886BPUM,OmniTechRetail4.8,LG,188,31,"Width: 51 cm, Height: 31 cm, Depth: 52 cm, Weight: 22.5 kg"
https://www.flipkart.com/lg-28-l-convection-microwave-oven/p/itmffd22683174de?pid=MRCF2UQHU8RQY4TT&lid=LSTMRCF2UQHU8RQY4TTTJVQFO&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_44&otracker=browse&fm=organic&iid=b2f4572f-6d29-4c53-95ab-3866b23ba893.MRCF2UQHU8RQY4TT.SEARCH&ppt=None&ppn=None&ssid=47r1i0pp1c0000001686860462535,"LG 28 L Convection Microwave Oven  (MC2846BG.DBKQILN, Black)",12690,16499,23,4.4,User Manual,28,Convection,MC2846BG.DBKQILN,IWQNBecommerce4.7,LG,5326,589,"Width: 51 cm, Height: 30.5 cm, Depth: 49.5 cm, Turntable Diameter: 320 mm, Weight: 17.75 kg"
https://www.flipkart.com/bajaj-23-l-convection-grill-microwave-oven/p/itm12862b24c7eb2?pid=MRCG6FG9UHURMYDR&lid=LSTMRCG6FG9UHURMYDRWUNXC0&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_45&otracker=browse&fm=organic&iid=b2f4572f-6d29-4c53-95ab-3866b23ba893.MRCG6FG9UHURMYDR.SEARCH&ppt=None&ppn=None&ssid=47r1i0pp1c0000001686860462535,"BAJAJ 23 L Convection & Grill Microwave Oven  (2310 ETC Convection Microwave Oven 23L, Black)",9499,17775,46,4.4,1N - MICROWAVE OVEN,23,Convection & Grill,2310 ETC Convection Microwave Oven 23L,OmniTechRetail4.8,BAJAJ,202,24,"Width: 33 cm, Height: 43 cm, Depth: 54 cm, Weight: 14.2 kg"
https://www.flipkart.com/voltas-beko-20-l-convection-microwave-oven/p/itm7b8deb2d461e9?pid=MRCFZDVVGEG3ZEQB&lid=LSTMRCFZDVVGEG3ZEQBUT4FXB&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_46&otracker=browse&fm=organic&iid=b2f4572f-6d29-4c53-95ab-3866b23ba893.MRCFZDVVGEG3ZEQB.SEARCH&ppt=None&ppn=None&ssid=47r1i0pp1c0000001686860462535,"Voltas Beko 20 L Convection Microwave Oven  (MC20SD, Silver)",8349,12990,35,3.8,Others,20,Convection,MC20SD,SUMMERLOOTCART4.4,Voltas Beko,22,2,"Width: 32 cm, Height: 45 cm, Depth: 35 cm, Weight: 9 kg"
https://www.flipkart.com/samsung-28-l-convection-grill-microwave-oven/p/itmd3560dbb0da2f?pid=MRCGDAVXXBSZBGNG&lid=LSTMRCGDAVXXBSZBGNGZ1KJXA&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_47&otracker=browse&fm=organic&iid=en_blLsRtVvYELS2bhP8e5dItgJvEIGqIEwft%2BAUqRwfklpm2l5W71i3KanYSDhNX5u5LO0M5JKQlGYZcBxhixVZg%3D%3D&ppt=None&ppn=None&ssid=47r1i0pp1c0000001686860462535,"SAMSUNG 28 L Convection & Grill Microwave Oven  (CE1041DSB3, Black)",12390,16990,27,4.4,"1 Convection Microwave Oven, Glass Turntable, Wire Rack, Crusty Plate, Quick Guide Label",28,Convection & Grill,CE1041DSB3,OmniTechRetail4.8,SAMSUNG,18602,1973,"Width: 51.7 cm, Height: 31 cm, Depth: 47.48 cm, Turntable Diameter: 31.8 cm, Cavity Width: 35.8 cm, Cavity Height: 23.55 cm, Cavity Depth: 32.7 cm, Weight: 17.5 kg"
https://www.flipkart.com/samsung-32-l-convection-microwave-oven/p/itmac4549b4b9d42?pid=MRCFMTCMK29MZGGC&lid=LSTMRCFMTCMK29MZGGCUBQMCT&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_48&otracker=browse&fm=organic&iid=en_blLsRtVvYELS2bhP8e5dItgJvEIGqIEwft%2BAUqRwfklr%2B3cefu2Z3Rq5Nh8iAHcr5SJyW6mKJuRrYUl1B8JWOw%3D%3D&ppt=None&ppn=None&ssid=47r1i0pp1c0000001686860462535,"SAMSUNG 32 L Convection Microwave Oven  (MC32K7056CC, Black)",24990,27518,9,4.5,"1 Microwave, User Manual, Wire Rack, Crusty Plate, Roller Ring",32,Convection,MC32K7056CC,OmniTechRetail4.8,SAMSUNG,26,0,"Width: 52.3 cm, Height: 30.9 cm, Depth: 48.6 cm, Weight: 20 kg"
https://www.flipkart.com/whirlpool-20-l-convection-microwave-oven/p/itm8aeca5b67fb09?pid=MRCFVGQ78ZCDSZPY&lid=LSTMRCFVGQ78ZCDSZPYTFKTJ0&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_49&otracker=browse&fm=organic&iid=93dc0623-9a53-4c66-8e74-7886de832e50.MRCFVGQ78ZCDSZPY.SEARCH&ppt=None&ppn=None&ssid=w8sf6iv9q80000001686860481123,"Whirlpool 20 L Convection Microwave Oven  (Magicook Pro 22CE, Black)",9999,15050,33,4.2,"1 Microwave Oven, Warranty Card, User Manual",20,Convection,Magicook Pro 22CE,OmniTechRetail4.8,Whirlpool,544,44,"Width: 45.2 cm, Height: 26.2 cm, Depth: 39.5 cm, Turntable Diameter: 27 cm, Cavity Width: 34.2 cm, Cavity Height: 23.2 cm, Cavity Depth: 33.7 cm, Weight: 14.4 kg"
https://www.flipkart.com/whirlpool-20-l-solo-microwave-oven/p/itmeb6977686f277?pid=MRCFHW7RKVG2ZMCZ&lid=LSTMRCFHW7RKVG2ZMCZNCTEJS&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_50&otracker=browse&fm=organic&iid=93dc0623-9a53-4c66-8e74-7886de832e50.MRCFHW7RKVG2ZMCZ.SEARCH&ppt=None&ppn=None&ssid=w8sf6iv9q80000001686860481123,"Whirlpool 20 L Solo Microwave Oven  (MAGICOOK PRO 20SM BLACK, Black)",5999,7500,20,4.2,1 Microwave,20,Solo,MAGICOOK PRO 20SM BLACK,IWQNBecommerce4.7,Whirlpool,502,57,"Width: 45.2 cm, Height: 26.2 cm, Depth: 35 cm, Weight: 12 kg"
https://www.flipkart.com/haier-20-l-solo-microwave-oven/p/itm51b52d3e5381e?pid=MRCFJM39X9DGRCCM&lid=LSTMRCFJM39X9DGRCCM6GTFAX&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_51&otracker=browse&fm=organic&iid=en_fL%2BEOzZ1GauJF5%2FQhfYWr7zYNNjTs04tZsDyM6OHLv2DAd51YswkZIldYUPfzjYur4BSX0oWJHPYAN1X1gvNqw%3D%3D&ppt=None&ppn=None&ssid=w8sf6iv9q80000001686860481123,"Haier 20 L Solo Microwave Oven  (HIL2001MWPH, Black)",5390,7999,32,4.3,"1 Microwave, User Manual and Warranty Card",20,Solo,HIL2001MWPH,OmniTechRetail4.8,Haier,1290,150,"Width: 44 cm, Height: 25.9 cm, Depth: 34 cm, Turntable Diameter: 25.5 cm, Weight: 10.4 kg"
https://www.flipkart.com/haier-30-l-convection-microwave-oven/p/itmf19d876cddd49?pid=MRCFSZPT2HGHMW35&lid=LSTMRCFSZPT2HGHMW35MOTWJW&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_52&otracker=browse&fm=organic&iid=en_fL%2BEOzZ1GauJF5%2FQhfYWr7zYNNjTs04tZsDyM6OHLv2RH383celFrOzpNlLmgLcHAwEXoLeTwJ9%2BjktSMgaN5g%3D%3D&ppt=None&ppn=None&ssid=w8sf6iv9q80000001686860481123,"Haier 30 L Convection Microwave Oven  (HIL3001CBSH, Black)",15490,23999,35,4.5,"1 Microwave Oven,Accessories(Turntable,Roller Ring),1 Instruction Manual,Pizza plate,Grill rack",30,Convection,HIL3001CBSH,OmniTechRetail4.8,Haier,121,14,"Width: 52 cm, Height: 32.6 cm, Depth: 50.8 cm, Cavity Width: 34.8 cm, Cavity Height: 33.2 cm, Cavity Depth: 24.2 cm, Cord Length: 1 m, Weight: 18.9 kg"
https://www.flipkart.com/godrej-25-l-convection-microwave-oven/p/itmf8r27u526q6xz?pid=MRCF8R27XDZZGTHF&lid=LSTMRCF8R27XDZZGTHFZQEBES&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_53&otracker=browse&fm=organic&iid=93dc0623-9a53-4c66-8e74-7886de832e50.MRCF8R27XDZZGTHF.SEARCH&ppt=None&ppn=None&ssid=w8sf6iv9q80000001686860481123,"Godrej 25 L Convection Microwave Oven  (GME 725 CF2 PZ, Purple Petal)",14689,16936,13,4.3,Manual,25,Convection,GME 725 CF2 PZ,OMNNIRETAIL3.7,Godrej,208,27,"Width: 483 mm, Height: 281 mm, Depth: 414 mm, Weight: 15.11 kg"
https://www.flipkart.com/ifb-30-l-oil-free-cooking-microwave-steam-clean-convection-oven/p/itmfhyzgaexgyxfa?pid=MRCFHYZGFYCJCJWG&lid=LSTMRCFHYZGFYCJCJWGJXUD8E&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_54&otracker=browse&fm=organic&iid=93dc0623-9a53-4c66-8e74-7886de832e50.MRCFHYZGFYCJCJWG.SEARCH&ppt=None&ppn=None&ssid=w8sf6iv9q80000001686860481123,"IFB 30 L Oil free cooking microwave with steam clean Convection Microwave Oven  (30BC5, Black)",13790,17890,22,4.3,"1 Microwave Oven, Manual,Warranty Card and Recipe Book.",30,Convection,30BC5,OmniTechRetail4.8,IFB,1286,111,"Width: 53.9 cm, Height: 30 cm, Depth: 43.7 cm, Weight: 18.4 kg"
https://www.flipkart.com/ifb-30-l-metallic-silver-convection-microwave-oven/p/itmd607412b4f3e1?pid=MRCEF2ZSFDCNBPZ5&lid=LSTMRCEF2ZSFDCNBPZ5DCGSON&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_55&otracker=browse&fm=organic&iid=93dc0623-9a53-4c66-8e74-7886de832e50.MRCEF2ZSFDCNBPZ5.SEARCH&ppt=None&ppn=None&ssid=w8sf6iv9q80000001686860481123,"IFB 30 L Metallic silver Convection Microwave Oven  (30SC4, Metallic Silver)",13490,16890,20,4.3,User Manual,30,Convection,30SC4,IWQNBecommerce4.7,IFB,8245,1055,"Width: 638 mm, Height: 488 mm, Depth: 366 mm, Turntable Diameter: 31.5 cm, Cavity Width: 35.4 cm, Cavity Height: 24 cm, Cavity Depth: 35.8 cm, Weight: 19 kg"
https://www.flipkart.com/samsung-23-l-grill-microwave-oven/p/itm72b04f1b19524?pid=MRCGAEKADP2QKWDH&lid=LSTMRCGAEKADP2QKWDHSZX2BE&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_56&otracker=browse&fm=organic&iid=93dc0623-9a53-4c66-8e74-7886de832e50.MRCGAEKADP2QKWDH.SEARCH&ppt=None&ppn=None&ssid=w8sf6iv9q80000001686860481123,"SAMSUNG 23 L Grill Microwave Oven  (MG23A3515AK, BLACK)",8500,11600,26,4.4,Roller Ring,23,Grill,MG23A3515AK,OmniTechRetail4.8,SAMSUNG,122,5,"Width: 48.9 cm, Height: 27.5 cm, Depth: 39.2 cm, Weight: 13 kg"
https://www.flipkart.com/haier-20-l-convection-microwave-oven/p/itmer9yvsghjyfkz?pid=MRCER9YVP87DBZYY&lid=LSTMRCER9YVP87DBZYYFUEXBK&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_57&otracker=browse&fm=organic&iid=en_fL%2BEOzZ1GauJF5%2FQhfYWr7zYNNjTs04tZsDyM6OHLv0wuNILzDAsPCCKdgSDB2xMk%2FbLoxDEhH84zV5A3dmkFQ%3D%3D&ppt=None&ppn=None&ssid=w8sf6iv9q80000001686860481123,"Haier 20 L Convection Microwave Oven  (HIL2001CWPH, Black & White)",9390,10500,10,4.2,Warranty Card (Inside),20,Convection,HIL2001CWPH,OmniTechRetail4.8,Haier,3072,393,"Width: 45.1 cm, Height: 25.6 cm, Depth: 33.7 cm, Turntable Diameter: 27 cm, Grill Rack Diameter: 21 cm, Cavity Width: 30.7 cm, Cavity Height: 19.6 cm, Cavity Depth: 30.6 cm, Cord Length: 2.05 m, Weight: 11.6 kg"
https://www.flipkart.com/lg-32-l-convection-microwave-oven/p/itmegvvbwfgdfysz?pid=MRCEGVVBVVT8VT8J&lid=LSTMRCEGVVBVVT8VT8JIVBOFX&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_58&otracker=browse&fm=organic&iid=en_fL%2BEOzZ1GauJF5%2FQhfYWr7zYNNjTs04tZsDyM6OHLv0TA90iWttHVHUASORH4iaH0sAukWlZYH1LvBq8oRLpJA%3D%3D&ppt=None&ppn=None&ssid=w8sf6iv9q80000001686860481123,"LG 32 L Convection Microwave Oven  (MC3286BRUM, Black)",16999,23999,29,4.4,1 Roller Ring,32,Convection,MC3286BRUM,IWQNBecommerce4.7,LG,2861,313,"Width: 53 cm, Height: 31.5 cm, Depth: 52 cm, Turntable Diameter: 34 cm, Weight: 20 kg"
https://www.flipkart.com/lg-28-l-convection-microwave-oven/p/itmc09c38da1a784?pid=MRCFKRJ9PEH7KZGG&lid=LSTMRCFKRJ9PEH7KZGGTWMM3X&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_59&otracker=browse&fm=organic&iid=93dc0623-9a53-4c66-8e74-7886de832e50.MRCFKRJ9PEH7KZGG.SEARCH&ppt=None&ppn=None&ssid=w8sf6iv9q80000001686860481123,"LG 28 L Convection Microwave Oven  (MC2886BLT, Black)",12499,17990,30,4.2,"1 Microwave Unit, User Manual",28,Convection,MC2886BLT,OmniTechRetail4.8,LG,60,5,"Width: 51 cm, Height: 31 cm, Depth: 52 cm, Weight: 17.75 kg"
https://www.flipkart.com/samsung-32-l-convection-microwave-oven/p/itmf64js7qrq636y?pid=MRCF64JS8DJCEV5K&lid=LSTMRCF64JS8DJCEV5KUYJG7G&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_60&otracker=browse&fm=organic&iid=93dc0623-9a53-4c66-8e74-7886de832e50.MRCF64JS8DJCEV5K.SEARCH&ppt=None&ppn=None&ssid=w8sf6iv9q80000001686860481123,"SAMSUNG 32 L Convection Microwave Oven  (MC32K7056CK/TL, Black)",21400,24850,13,4.4,Wire�Rack,32,Convection,MC32K7056CK/TL,OmniTechRetail4.8,SAMSUNG,35,4,"Width: 523 mm, Height: 309 mm, Depth: 480 mm, Weight: 20 kg"
https://www.flipkart.com/bajaj-17-l-solo-microwave-oven/p/itmdxecdsze7bu4h?pid=MRCDXECBDZA7ZZJP&lid=LSTMRCDXECBDZA7ZZJP3GEPSK&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_61&otracker=browse&fm=organic&iid=en_fL%2BEOzZ1GauJF5%2FQhfYWr7zYNNjTs04tZsDyM6OHLv2qAxcIjFrHtvf3wQ6b5POx8MmZVUS%2BxbAswrQOu2RmfA%3D%3D&ppt=None&ppn=None&ssid=w8sf6iv9q80000001686860481123,"BAJAJ 17 L Solo Microwave Oven  (1701MT, White)",4899,6500,24,4.3,1 Microwave Oven,17,Solo,1701MT,OmniTechRetail4.8,BAJAJ,27683,3263,"Width: 40.99 cm, Height: 30.98 cm, Depth: 51.99 cm, Weight: 12.2 kg"
https://www.flipkart.com/lg-28-l-convection-microwave-oven/p/itmew8zysndynd86?pid=MRCEW8ZYMU2AMKZX&lid=LSTMRCEW8ZYMU2AMKZXUCHC3U&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_62&otracker=browse&fm=organic&iid=en_fL%2BEOzZ1GauJF5%2FQhfYWr7zYNNjTs04tZsDyM6OHLv3YhNr5pxQGGw8eKu7XReBjAjtRs%2B4HDodmzuvPCTHnXw%3D%3D&ppt=None&ppn=None&ssid=w8sf6iv9q80000001686860481123,"LG 28 L Convection Microwave Oven  (MC2846BV, Black)",11990,13813,13,4.4,Others,28,Convection,MC2846BV,OmniTechRetail4.8,LG,5326,589,"Height: 30.5 cm, Turntable Diameter: 320 mm"
https://www.flipkart.com/bajaj-20-l-solo-microwave-oven/p/itm7d1feaac6300e?pid=MRCGA7ZJYYC5WGFG&lid=LSTMRCGA7ZJYYC5WGFG6SLNKB&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_63&otracker=browse&fm=organic&iid=93dc0623-9a53-4c66-8e74-7886de832e50.MRCGA7ZJYYC5WGFG.SEARCH&ppt=None&ppn=None&ssid=w8sf6iv9q80000001686860481123,"BAJAJ 20 L Solo Microwave Oven  (20 MT DLX, BLACK)",7274,10000,27,5,"MICROWAVE OVEN, GLASS TRAY, INSTRUCTION MANUAL, WARRANTY CARD, TURNTABLE RING,",20,Solo,20 MT DLX,TREASUREHAULLONLINE3.9,BAJAJ,3,0,"Width: 45 cm, Height: 26 cm, Depth: 39 cm, Weight: 11 kg"
https://www.flipkart.com/lg-20-l-solo-microwave-oven/p/itmec7c5082a9fc9?pid=MRCFR6DYVRQY5TWG&lid=LSTMRCFR6DYVRQY5TWGZCMOIV&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_64&otracker=browse&fm=organic&iid=93dc0623-9a53-4c66-8e74-7886de832e50.MRCFR6DYVRQY5TWG.SEARCH&ppt=None&ppn=None&ssid=w8sf6iv9q80000001686860481123,"LG 20 L Solo Microwave Oven  (MS2043DB.DB1QILN, Black)",7249,7899,8,4.4,"1 Microwave, User Manual, Warranty Card",20,Solo,MS2043DB.DB1QILN,3RDISTRIBUTORS3.1,LG,118,11,"Width: 45.5 cm, Height: 25.2 cm, Depth: 32 cm, Turntable Diameter: 24.5 cm, Weight: 20 kg"
https://www.flipkart.com/panasonic-20-l-grill-microwave-oven/p/itmdwdmnahzgxvyh?pid=MRCDWBZXF5ENWDZB&lid=LSTMRCDWBZXF5ENWDZBLKNYQ5&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_65&otracker=browse&fm=organic&iid=93dc0623-9a53-4c66-8e74-7886de832e50.MRCDWBZXF5ENWDZB.SEARCH&ppt=None&ppn=None&ssid=w8sf6iv9q80000001686860481123,"Panasonic 20 L Grill Microwave Oven  (NN-GT221WFDG, White)",8390,9590,12,4.4,Warranty Card (Inside),20,Grill,NN-GT221WFDG,OmniTechRetail4.8,Panasonic,1108,116,"Width: 46.1 cm, Height: 25.9 cm, Depth: 37.7 cm, Turntable Diameter: 25.5 cm, Weight: 12.72 kg"
